Recency,Frequency,Monetary,Cluster
401,4,595.97,0
662,1,107.62,0
29,16,4426.775,1
413,1,179.4,0
13,1,100.9,0
71,6,918.24,0
22,6,1069.52,0
468,4,509.13,0
18,1,348.5,0
78,1,289.85,0
59,16,4426.775,1
24,4,963.1,0
11,2,441.29,0
732,1,161.32,0
420,1,57.24,0
252,2,303.59000000000003,0
146,6,808.89,0
63,4,685.17,0
7,2,211.28,0
10,16,4426.775,1
270,4,339.96000000000004,0
9,12,2937.32,1
246,1,125.37,0
95,2,562.05,0
14,6,1009.2900000000001,0
49,6,1372.46,0
29,2,471.14,0
703,1,674.3199999999999,0
67,12,4426.775,1
34,3,1036.96,0
127,2,128.77,0
106,3,577.9,0
36,1,109.49000000000001,0
56,2,370.84,0
56,7,737.5600000000001,0
725,1,31.929999999999996,0
71,10,2942.09,1
734,1,430.46,0
736,1,143.8,0
245,2,372.92,0
571,1,229.98,0
688,1,177.95000000000002,0
18,6,860.16,0
197,2,286.11,0
375,2,551.3,0
15,8,983.6499999999999,0
211,7,2007.59,0
661,1,322.1,0
611,2,252.82,0
429,1,289.37,0
441,1,208.5,0
563,1,36.13,0
381,5,926.98,0
38,2,227.18,0
480,2,423.3,0
45,4,601.34,0
169,4,697.88,0
592,1,124.23,0
47,1,481.37,0
393,2,202.01,0
115,9,4426.775,1
472,6,1017.77,0
146,1,1122.03,0
15,16,4426.775,1
50,2,781.44,0
158,1,154.46,0
479,2,97.2,0
11,3,1229.13,0
35,1,300.69,0
395,2,398.75,0
53,3,812.63,0
487,10,1540.53,0
42,2,222.22,0
500,13,2195.38,0
172,5,605.2,0
33,1,123.13,0
38,3,478.16,0
266,1,261.55,0
378,1,202.97,0
8,12,2697.03,1
11,5,1117.21,0
2,16,4426.775,1
9,16,3945.07,1
32,2,970.54,0
79,5,1035.07,0
30,10,2032.57,0
7,6,1121.43,0
619,1,294.54,0
71,8,1283.08,0
3,14,2954.2200000000003,1
255,8,3524.85,1
4,10,2495.2,1
15,14,4426.775,1
89,1,238.36,0
71,3,440.13,0
375,2,395.9,0
58,9,1233.66,0
9,16,4426.775,1
541,1,7.49,0
169,2,288.07,0
198,2,201.6,0
30,6,1568.8899999999999,0
18,16,4426.775,1
151,2,600.06,0
8,16,4426.775,1
269,1,337.53,0
64,4,470.25,0
273,1,85.68,0
24,5,3497.33,1
22,9,3464.83,1
318,1,150.88,0
4,3,623.06,0
11,2,300.45,0
474,3,524.42,0
519,1,131.0,0
274,5,2831.65,1
24,16,3269.38,1
40,16,3363.8,1
7,4,292.59,0
3,16,4426.775,1
70,8,2513.87,1
212,1,220.2,0
409,4,1131.04,0
37,5,2834.58,1
52,1,851.79,0
77,5,3338.9,1
45,4,1115.28,0
178,1,1065.48,0
372,3,770.45,0
93,4,1353.91,0
478,1,186.89,0
9,8,2663.92,1
104,3,1461.36,0
77,1,674.47,0
172,3,1378.84,0
494,2,1677.48,0
6,16,4426.775,1
212,11,2970.07,1
427,2,546.25,0
21,12,1787.72,0
668,1,93.35000000000001,0
256,1,77.7,0
379,2,680.28,0
729,1,347.54,0
564,2,218.53,0
281,1,240.58,0
20,2,1050.52,0
9,6,2254.37,1
307,1,370.67,0
67,3,1027.8600000000001,0
214,3,737.5600000000001,0
17,16,4426.775,1
462,2,83.0,0
103,10,2606.2,1
42,1,214.39000000000001,0
3,3,635.0500000000001,0
181,3,343.65,0
83,1,335.63,0
333,7,1799.7,0
8,6,1149.9,0
530,2,534.3,0
30,2,603.46,0
196,2,875.33,0
17,9,2922.62,1
17,5,1375.34,0
310,9,808.0,0
141,4,1178.55,0
245,3,910.5,0
23,6,1167.95,0
28,5,2652.2200000000003,1
610,1,188.55,0
9,3,2857.96,1
29,12,3298.13,1
17,2,505.55,0
17,4,1245.2,0
14,8,1962.51,0
133,1,4.590000000000001,0
245,1,207.8,0
133,1,299.93,0
49,2,429.07,0
113,11,4364.32,1
6,5,4072.5,1
22,4,405.48,0
24,16,4426.775,1
536,2,430.59000000000003,0
65,2,652.8,0
59,5,1710.43,0
49,16,4426.775,1
169,1,330.11,0
394,1,76.77,0
17,5,891.32,0
127,5,1555.27,0
14,10,1559.78,0
238,2,294.43,0
2,4,1273.65,0
520,2,745.81,0
393,1,456.29,0
239,2,174.97,0
51,8,2836.9,1
457,7,1312.56,0
45,6,2499.13,1
225,2,533.18,0
7,16,4426.775,1
3,4,1126.78,0
164,2,1238.86,0
239,1,564.55,0
10,1,301.29,0
133,5,1224.06,0
16,13,4426.775,1
422,2,1397.56,0
9,14,4426.775,1
30,1,292.35,0
74,3,1296.91,0
382,1,364.57,0
0,3,897.39,0
3,5,2228.29,1
44,2,378.9,0
1,16,4426.775,1
356,4,560.9200000000001,0
387,1,119.92,0
730,1,290.4,0
17,2,301.6,0
68,9,2034.82,0
372,1,920.4,0
467,1,161.91,0
320,5,1454.51,0
25,1,103.86,0
381,2,539.97,0
406,1,81.15,0
330,1,508.95,0
8,5,1529.82,0
380,7,1459.02,0
322,2,471.90000000000003,0
71,1,219.25,0
667,1,921.14,0
425,1,732.17,0
259,1,40.5,0
17,13,4426.775,1
366,3,884.69,0
65,5,862.9499999999999,0
153,11,2789.442,1
547,3,624.63,0
28,4,643.98,0
69,1,196.23000000000002,0
13,5,1258.75,0
1,16,3869.63,1
724,1,291.83,0
0,16,4426.775,1
433,1,749.97,0
462,3,579.75,0
119,5,1860.74,0
60,1,457.28,0
2,16,4426.775,1
2,1,74.25,0
432,2,316.25,0
10,6,1322.48,0
91,5,518.1,0
58,10,2408.4,1
494,1,536.35,0
86,7,1738.64,0
419,3,22.5,0
25,15,4357.92,1
356,1,263.13,0
84,2,574.08,0
9,4,420.29999999999995,0
415,3,595.72,0
0,6,894.57,0
729,1,176.08,0
224,3,923.94,0
59,2,1166.38,0
240,2,188.67999999999998,0
318,2,328.35,0
1,8,1608.2,0
46,7,2216.9300000000003,1
87,2,457.99,0
562,1,425.34000000000003,0
10,16,4426.775,1
175,2,620.2,0
51,6,1689.1200000000001,0
365,4,1820.8,0
318,11,2464.59,1
225,5,1285.25,0
357,5,816.81,0
233,1,404.70000000000005,0
310,1,143.91,0
36,9,2276.43,1
65,6,4426.775,1
585,1,160.5,0
238,2,429.6,0
620,1,241.44,0
112,2,575.41,0
400,1,59.400000000000006,0
276,1,193.01,0
217,16,2881.01,1
298,1,321.05,0
1,4,1377.51,0
28,3,851.4200000000001,0
9,2,772.5,0
44,12,4000.69,1
66,11,2831.6,1
421,1,173.49,0
73,2,906.11,0
64,3,823.4300000000001,0
133,8,3555.42,1
237,3,764.4,0
121,3,768.9399999999999,0
410,3,1831.31,0
31,16,4426.775,1
640,1,60.0,0
8,16,4426.775,1
35,5,2014.57,0
15,8,2001.89,0
126,3,1024.49,0
66,9,3443.16,1
148,2,170.4,0
282,2,208.95,0
168,2,566.76,0
512,4,832.87,0
99,16,4426.775,1
134,4,1463.45,0
323,3,411.57,0
106,1,154.51,0
63,2,840.0500000000001,0
150,4,3239.09,1
337,5,754.76,0
21,5,545.13,0
478,3,614.1,0
23,3,916.41,0
15,16,4426.775,1
6,16,4426.775,1
56,6,1781.83,0
599,1,28.62,0
3,2,689.6,0
37,1,573.19,0
65,4,628.58,0
46,2,470.25,0
561,4,472.01,0
354,5,1471.94,0
171,3,367.55,0
58,16,4426.775,1
569,1,346.64,0
389,3,129.43,0
499,1,24.75,0
407,1,91.14,0
49,1,240.55,0
21,5,666.45,0
42,10,3575.33,1
28,5,1386.69,0
4,16,4426.775,1
25,16,4426.775,1
200,1,159.24,0
665,1,247.5,0
410,1,229.55,0
653,1,217.23999999999998,0
50,12,4426.775,1
9,3,639.94,0
1,16,4426.775,1
66,10,1122.87,0
63,1,484.44,0
50,16,4426.775,1
729,1,294.20000000000005,0
289,3,1131.63,0
60,9,667.85,0
554,1,92.7,0
63,9,2657.85,1
95,1,186.70000000000002,0
273,1,286.08,0
610,4,782.91,0
478,1,1294.46,0
0,16,4426.775,1
74,12,2878.64,1
109,1,52.0,0
198,3,753.26,0
63,2,524.09,0
326,1,44.55,0
676,1,129.75,0
3,1,305.69,0
283,1,190.0,0
43,1,204.36,0
70,12,4426.775,1
85,2,1259.96,0
562,3,426.25,0
700,1,140.22000000000003,0
103,8,1579.21,0
333,5,1644.01,0
52,1,177.6,0
407,1,103.97,0
38,11,2745.18,1
31,2,193.11,0
499,3,697.22,0
365,6,4426.775,1
207,1,682.69,0
156,3,349.22,0
53,1,172.97,0
401,1,230.0,0
410,1,352.72,0
676,1,277.73,0
65,7,1664.64,0
561,1,105.5,0
80,2,1619.52,0
129,1,398.64,0
86,1,318.7,0
0,3,450.29,0
45,1,320.39,0
332,3,593.22,0
365,4,1064.35,0
71,1,158.04,0
157,2,442.81,0
372,2,663.25,0
11,10,3611.65,1
548,1,102.0,0
254,7,2964.65,1
602,3,22.5,0
28,2,271.8,0
30,13,3454.28,1
4,16,4426.775,1
662,8,181.35,0
39,1,427.93,0
361,4,422.82000000000005,0
448,2,582.15,0
372,2,997.41,0
95,2,809.24,0
25,13,4415.28,1
74,7,2160.77,0
56,11,4426.775,1
20,2,270.48,0
491,11,2925.23,1
40,8,3357.66,1
661,1,59.400000000000006,0
136,8,2188.92,0
7,16,2942.54,1
128,2,210.96,0
689,1,54.87,0
39,3,1190.31,0
382,4,1117.5,0
462,2,246.5,0
168,8,4426.775,1
8,11,2429.91,1
213,5,1018.5600000000001,0
14,12,4426.775,1
169,4,1964.21,0
39,3,559.04,0
185,1,388.29,0
491,1,465.75,0
269,1,140.54,0
171,5,157.68,0
395,2,1216.66,0
583,1,228.02,0
4,7,2646.19,1
15,5,865.2900000000001,0
9,11,4426.775,1
325,1,104.55000000000001,0
112,2,460.18,0
289,1,94.0,0
15,2,1328.63,0
0,3,790.03,0
91,8,1032.6,0
451,2,198.75,0
148,6,1567.14,0
491,2,87.09,0
375,1,232.18,0
188,2,556.5,0
30,4,943.58,0
33,4,814.99,0
263,1,226.98,0
720,1,130.95,0
83,10,4254.9800000000005,1
25,4,1299.61,0
170,1,158.63,0
691,5,2131.59,0
9,3,742.32,0
312,1,539.73,0
64,7,4272.57,1
84,1,508.8,0
424,2,447.07,0
24,1,105.8,0
433,6,720.96,0
58,10,3729.09,1
322,7,1485.75,0
37,3,213.20999999999998,0
253,3,534.78,0
399,4,1813.66,0
18,9,2523.54,1
32,3,1431.1200000000001,0
14,4,707.36,0
26,2,377.06,0
467,2,885.75,0
502,1,109.08,0
22,2,289.26,0
213,2,533.3,0
7,11,2475.53,1
21,1,139.94,0
11,3,1100.93,0
261,2,391.1,0
130,1,152.13,0
404,4,1222.2,0
54,3,374.68,0
395,3,1198.24,0
248,1,267.3,0
1,14,4426.775,1
8,2,1388.36,0
263,2,248.45,0
376,3,405.5,0
330,5,467.63,0
312,2,749.32,0
25,3,947.15,0
29,1,418.94,0
433,2,219.71,0
29,6,1770.85,0
1,7,1349.22,0
361,2,293.44,0
597,1,22.5,0
282,10,1831.95,0
261,1,232.17,0
24,2,362.25,0
416,2,167.13,0
353,1,207.16,0
460,2,102.33,0
93,4,704.4,0
28,1,124.43,0
337,1,889.95,0
19,16,4426.775,1
84,4,1553.51,0
8,3,507.43,0
50,3,1244.68,0
49,3,758.5,0
575,1,31.08,0
1,3,1174.61,0
112,1,365.15999999999997,0
13,8,998.25,0
595,1,147.35,0
76,1,436.31,0
379,4,1950.14,0
649,1,86.39999999999999,0
39,3,1775.71,0
732,1,147.4,0
115,5,3250.9500000000003,1
400,1,1349.37,0
15,16,4426.775,1
160,10,847.05,0
0,6,4117.49,1
29,7,4426.775,1
526,1,68.85,0
679,1,231.32,0
92,5,273.63,0
22,8,2291.04,1
429,1,217.15,0
94,6,2838.59,1
27,2,617.5699999999999,0
32,9,3975.05,1
20,5,3481.83,1
378,1,241.6,0
630,1,135.64000000000001,0
17,9,4426.775,1
2,16,4426.775,1
723,1,160.25,0
7,4,1017.3100000000001,0
404,2,384.55,0
15,14,4426.775,1
362,2,263.7,0
80,4,413.15,0
52,5,2791.4700000000003,1
22,6,1916.23,0
171,1,461.76,0
188,6,931.21,0
379,1,153.46,0
330,1,15.0,0
11,5,817.13,0
155,4,284.98,0
32,16,4426.775,1
11,16,4426.775,1
386,1,136.74,0
44,3,61.43,0
232,1,259.89,0
63,15,4032.55,1
382,2,344.61,0
1,1,325.83000000000004,0
39,16,4426.775,1
32,2,361.25,0
83,16,4426.775,1
24,2,135.0,0
1,4,1206.05,0
32,2,114.14,0
18,16,4426.775,1
253,1,207.58,0
22,12,4426.775,1
21,5,1681.85,0
7,2,1927.78,0
24,10,3511.09,1
18,3,713.97,0
725,1,161.8,0
172,6,984.97,0
408,1,251.44,0
162,1,101.02,0
537,6,965.85,0
6,1,512.21,0
10,2,441.24,0
113,1,85.13000000000001,0
511,3,866.95,0
287,2,229.89,0
8,16,4426.775,1
53,2,416.6,0
606,2,1079.1000000000001,0
6,16,4426.775,1
595,1,128.74,0
76,8,2183.56,0
3,12,1985.5,0
36,7,1648.67,0
216,2,238.87,0
59,1,428.43,0
277,1,205.4,0
11,16,4426.775,1
23,1,257.62,0
28,1,389.75,0
638,1,191.28,0
567,1,1086.4,0
397,2,153.52,0
11,8,1640.36,0
351,3,445.5,0
21,7,2688.39,1
462,2,70.74000000000001,0
49,2,168.66,0
392,2,221.20000000000002,0
18,1,101.76,0
2,3,739.39,0
103,10,1654.92,0
6,16,4426.775,1
11,14,3644.55,1
4,10,3673.84,1
31,5,1098.53,0
177,6,1376.66,0
619,1,30.1,0
37,1,745.36,0
150,5,376.33,0
161,1,126.65,0
68,5,1230.35,0
376,8,1323.89,0
120,16,4426.775,1
24,3,678.01,0
375,1,106.86,0
23,6,1198.6,0
176,1,454.4,0
592,3,858.03,0
49,7,969.39,0
677,1,552.0,0
255,3,458.73,0
381,5,1471.55,0
582,3,215.20000000000002,0
46,1,356.24,0
70,1,199.8,0
15,5,1759.17,0
487,1,229.5,0
100,9,2994.19,1
34,2,563.37,0
52,2,543.57,0
26,3,1219.41,0
427,4,1159.28,0
10,16,4426.775,1
7,16,2803.9100000000003,1
78,2,67.27,0
51,1,216.39,0
35,9,1857.95,0
60,16,4426.775,1
336,9,1625.47,0
27,5,1667.62,0
183,1,283.78000000000003,0
51,1,112.46000000000001,0
9,16,2385.9,1
35,2,187.65,0
609,1,341.83,0
437,4,2367.36,1
9,16,4426.775,1
437,1,271.26,0
395,3,797.4000000000001,0
32,4,769.951,0
10,1,228.75,0
56,4,1843.01,0
3,4,743.9,0
42,16,4426.775,1
140,8,2276.9,1
116,4,559.26,0
103,9,2989.08,1
74,3,1028.83,0
456,2,531.41,0
4,16,4426.775,1
449,4,1869.35,0
44,3,1410.35,0
641,1,574.96,0
15,8,3179.47,1
508,13,3900.64,1
16,2,553.75,0
395,1,37.5,0
89,4,1418.43,0
52,5,691.28,0
378,6,1375.98,0
133,3,988.98,0
3,16,4426.775,1
104,12,4426.775,1
729,1,67.5,0
191,3,576.45,0
165,4,809.05,0
18,3,1014.32,0
157,5,925.33,0
414,1,169.0,0
203,2,612.2,0
335,4,989.9,0
521,2,533.83,0
36,5,1190.94,0
90,5,1170.64,0
92,2,86.88,0
8,2,745.08,0
242,1,540.57,0
44,4,711.9,0
22,1,30.0,0
189,8,2193.87,0
43,3,502.34,0
24,15,2716.03,1
316,8,880.89,0
660,2,279.28000000000003,0
105,1,134.63,0
50,4,1224.03,0
167,5,3807.27,1
471,2,616.97,0
39,1,301.32,0
217,1,28.62,0
39,4,593.66,0
296,2,319.05,0
18,7,1776.03,0
724,1,40.050000000000004,0
87,9,4426.775,1
72,13,4426.775,1
80,4,484.91,0
18,3,3230.89,1
48,3,1231.28,0
52,3,1806.0,0
23,4,754.4300000000001,0
8,10,4256.9800000000005,1
24,14,2861.16,1
598,2,318.24,0
116,2,495.94,0
546,3,161.25,0
449,1,53.980000000000004,0
419,1,33.75,0
8,9,2824.56,1
418,1,187.67000000000002,0
119,3,497.28000000000003,0
3,2,224.97,0
251,4,495.1,0
27,1,191.04,0
658,1,33.75,0
0,16,4426.775,1
266,4,1042.1000000000001,0
32,13,3623.82,1
689,1,242.4,0
623,1,32.55,0
17,1,268.5,0
171,2,656.88,0
1,4,1458.98,0
475,2,116.72,0
264,1,211.5,0
139,6,3714.23,1
200,1,113.25,0
63,4,991.66,0
34,4,923.7,0
40,9,4218.63,1
283,2,253.38,0
416,1,860.43,0
556,2,414.45,0
8,12,3312.87,1
142,4,936.04,0
11,5,735.6600000000001,0
555,5,649.52,0
145,11,2703.8,1
233,5,586.7,0
539,1,293.79,0
32,16,4426.775,1
23,2,692.65,0
11,1,503.16,0
35,11,4166.18,1
364,4,901.6899999999999,0
200,3,310.85,0
14,1,412.25,0
389,1,304.91,0
16,15,4426.775,1
379,2,544.6,0
212,3,192.55,0
65,5,1687.69,0
553,1,125.3,0
211,10,1640.7,0
282,1,157.4,0
114,4,1520.6000000000001,0
420,1,308.78,0
434,2,1670.15,0
14,8,1145.71,0
18,16,4426.775,1
65,1,200.18,0
48,1,137.33,0
457,2,203.37,0
618,1,138.27,0
15,4,753.8100000000001,0
77,1,22.619999999999997,0
18,4,1056.04,0
133,1,190.79,0
12,9,2377.2599999999998,1
39,3,269.66,0
234,3,821.88,0
2,16,4426.775,1
460,11,1295.65,0
39,9,4175.56,1
304,1,14.850000000000001,0
50,9,2816.95,1
9,16,4426.775,1
60,4,519.36,0
65,6,2816.2400000000002,1
24,1,205.25,0
217,7,718.28,0
630,2,15.0,0
442,1,112.95,0
64,2,557.95,0
31,2,917.87,0
87,8,4167.65,1
666,1,350.88,0
63,3,788.16,0
115,16,4426.775,1
6,16,4426.775,1
612,1,305.7,0
603,3,784.03,0
417,1,269.08000000000004,0
5,2,368.8,0
68,6,1231.34,0
244,2,118.28999999999999,0
132,1,221.76,0
240,7,1378.11,0
430,1,297.45,0
462,2,108.33000000000001,0
183,3,462.08,0
24,3,322.41,0
9,4,2728.39,1
10,1,217.76,0
467,2,804.0799999999999,0
32,16,4426.775,1
45,5,4426.775,1
25,3,909.85,0
508,1,202.33,0
357,6,1817.45,0
9,1,209.37,0
43,5,3463.79,1
399,2,925.95,0
14,8,1186.29,0
735,2,639.9000000000001,0
149,8,1929.92,0
0,16,4426.775,1
112,6,684.12,0
492,3,1505.34,0
75,4,1380.61,0
106,7,1138.38,0
45,3,1050.35,0
142,1,7.5,0
50,4,1711.16,0
0,13,3809.93,1
22,16,4426.775,1
45,3,743.04,0
49,5,1673.59,0
305,16,4426.775,1
35,7,855.91,0
78,8,2931.09,1
21,7,3718.9900000000002,1
106,12,2880.5,1
207,2,1123.81,0
16,6,2179.53,0
63,5,1366.71,0
541,2,115.8,0
420,3,2652.45,1
587,1,182.09,0
48,10,3843.06,1
319,1,150.73,0
43,2,531.86,0
2,6,1715.56,0
371,3,3646.0,1
452,2,868.35,0
171,1,268.59,0
55,4,2382.37,1
72,16,3444.92,1
374,1,1040.57,0
98,2,597.62,0
37,1,564.5,0
57,3,625.7,0
253,1,836.49,0
737,1,80.4,0
69,7,3341.3,1
43,4,892.09,0
49,1,102.47,0
64,2,750.11,0
10,16,4426.775,1
32,3,1041.3799999999999,0
58,2,345.76,0
72,9,2098.73,0
392,2,493.3,0
303,1,103.20000000000002,0
45,1,123.83999999999999,0
17,11,4212.09,1
384,1,107.01,0
37,5,723.01,0
621,1,130.49,0
18,6,980.24,0
526,1,109.73,0
186,3,201.56,0
51,1,110.8,0
3,16,4426.775,1
136,6,1007.96,0
3,16,4426.775,1
18,2,475.38,0
15,13,3676.16,1
431,1,379.15999999999997,0
40,16,2342.25,1
11,12,4118.79,1
7,13,2718.71,1
25,5,338.7,0
21,7,919.08,0
40,5,1990.63,0
100,1,200.68,0
4,16,4426.775,1
582,1,94.53,0
276,3,303.14,0
32,4,758.81,0
436,1,29.2,0
14,4,764.88,0
499,4,45.9,0
63,16,4426.775,1
645,1,111.72,0
408,2,520.14,0
1,2,450.47,0
561,2,323.63,0
403,4,978.59,0
368,1,657.86,0
311,5,385.09000000000003,0
198,8,1442.73,0
1,2,378.28,0
431,2,187.12,0
92,15,1545.3700000000001,0
59,4,919.36,0
406,3,882.74,0
80,3,358.31,0
156,8,1714.29,0
394,5,318.40999999999997,0
226,1,488.55,0
668,1,117.25,0
481,1,28.62,0
252,2,419.39,0
149,1,136.06,0
193,2,130.72,0
0,16,4426.775,1
368,1,102.0,0
23,4,845.86,0
16,7,667.1899999999999,0
379,1,134.19,0
9,12,4426.775,1
7,1,150.73,0
542,1,113.79,0
19,10,2310.39,1
3,3,946.6,0
490,2,300.51,0
173,1,191.94,0
0,15,2599.53,1
623,8,1666.89,0
177,9,966.4100000000001,0
533,1,6.300000000000001,0
377,2,110.85,0
401,1,406.54,0
15,13,3141.92,1
247,5,506.78000000000003,0
190,3,582.88,0
19,2,884.71,0
153,9,514.19,0
172,4,702.02,0
372,1,657.1,0
372,1,233.04000000000002,0
730,1,90.92,0
193,1,191.4,0
541,1,120.34,0
646,1,121.29,0
655,1,230.53,0
643,1,133.65,0
66,1,423.63,0
427,1,207.45,0
3,8,2228.31,1
20,3,1075.91,0
417,2,934.77,0
238,2,113.54,0
378,2,271.39,0
63,1,145.35,0
111,9,705.41,0
89,16,4426.775,1
310,1,30.0,0
636,1,405.0,0
133,1,319.29,0
649,2,271.28999999999996,0
276,4,1479.38,0
364,4,692.1600000000001,0
502,3,1206.58,0
82,1,917.24,0
7,3,1497.39,0
16,2,360.94,0
31,10,4426.775,1
8,3,955.22,0
33,4,772.73,0
14,16,3082.11,1
588,1,190.75,0
23,16,4426.775,1
550,2,360.05,0
31,3,920.85,0
73,4,484.24,0
681,3,540.88,0
373,4,378.45,0
378,1,368.05,0
448,1,294.83,0
19,2,464.36,0
662,1,272.96000000000004,0
16,13,2837.03,1
450,1,426.53000000000003,0
22,12,2897.25,1
387,1,384.05,0
2,5,878.1,0
303,2,645.47,0
17,16,2288.6,1
455,5,1458.22,0
366,3,699.24,0
38,7,3227.22,1
83,1,371.01,0
164,6,1668.11,0
16,2,876.5,0
76,3,2970.5,1
602,1,312.63,0
88,7,4302.91,1
24,16,4426.775,1
604,1,316.81,0
21,8,3626.84,1
2,16,4426.775,1
122,7,2260.27,1
29,2,341.31,0
11,8,1231.09,0
18,3,730.62,0
375,2,348.92,0
43,7,1898.7,0
533,1,117.1,0
3,3,886.25,0
8,7,2655.25,1
54,3,1163.08,0
413,1,638.44,0
87,7,1583.9,0
36,16,4426.775,1
735,1,20.4,0
2,3,655.02,0
380,1,578.14,0
624,1,163.51,0
29,10,4426.775,1
474,5,2033.14,0
11,10,2409.02,1
210,2,346.27,0
47,7,3019.27,1
23,15,4426.775,1
21,4,933.26,0
245,11,1724.06,0
7,16,4426.775,1
34,5,2797.6,1
3,16,4426.775,1
37,5,1106.22,0
3,3,628.32,0
2,11,2399.2400000000002,1
46,5,1455.88,0
38,4,601.5,0
46,16,4426.775,1
16,3,805.86,0
394,2,513.95,0
259,1,609.4300000000001,0
45,3,676.36,0
11,3,396.11,0
29,1,438.15999999999997,0
42,1,236.09,0
91,15,886.36,0
595,1,80.2,0
38,16,4426.775,1
309,1,328.18,0
91,2,502.59000000000003,0
455,6,1949.65,0
5,16,4426.775,1
195,6,828.0699999999999,0
559,1,172.43,0
86,4,2404.61,1
269,5,1265.24,0
7,3,461.98,0
423,2,453.5,0
64,7,2267.63,1
30,3,672.03,0
21,8,2179.23,0
37,8,1647.24,0
434,1,337.94,0
119,8,2948.8,1
561,1,206.8,0
681,1,7.5,0
372,4,1075.23,0
39,6,1804.05,0
173,3,279.74,0
681,1,188.44,0
53,1,344.07,0
32,6,3213.39,1
144,4,1645.89,0
220,1,108.0,0
44,1,610.45,0
15,10,3737.85,1
405,1,62.7,0
65,12,3128.17,1
400,3,467.15000000000003,0
430,1,44.75,0
9,8,2551.3,1
259,1,335.32,0
724,1,110.1,0
364,8,2312.57,1
16,5,1363.65,0
562,3,2924.64,1
593,1,119.48,0
417,1,438.5,0
21,2,852.15,0
44,4,1068.9,0
287,4,3854.95,1
296,1,68.85,0
389,1,222.35,0
502,2,689.83,0
2,10,2161.75,0
625,1,429.15,0
283,2,361.73,0
16,3,654.7199999999999,0
81,4,598.76,0
55,8,4257.41,1
669,1,96.85,0
100,4,1822.91,0
298,1,427.58,0
22,12,2218.36,1
58,10,2759.4,1
388,5,634.68,0
575,2,571.9200000000001,0
385,2,251.64,0
623,1,179.66,0
154,2,315.06,0
114,6,1524.5900000000001,0
106,1,17.0,0
11,11,3268.46,1
455,1,447.05,0
263,4,1122.57,0
239,1,162.9,0
87,14,3286.4900000000002,1
49,7,1538.88,0
462,1,580.64,0
70,4,3147.51,1
41,3,1716.3400000000001,0
6,16,4426.775,1
61,9,2655.7400000000002,1
248,5,2075.77,0
65,1,108.38,0
17,7,1706.92,0
84,4,2186.58,0
218,3,647.0699999999999,0
44,4,1751.73,0
427,1,536.98,0
142,4,128.24,0
182,1,134.66,0
170,1,135.75000000000003,0
9,12,2530.08,1
211,1,566.98,0
189,3,631.15,0
652,1,1743.03,0
7,8,1392.1000000000001,0
58,6,2189.85,0
56,5,1457.89,0
72,6,789.96,0
51,1,299.88,0
316,4,1596.0900000000001,0
366,14,4426.775,1
28,15,4426.775,1
38,2,795.16,0
17,11,3476.0,1
406,3,1224.51,0
421,4,866.23,0
51,12,4426.775,1
543,2,528.8,0
3,16,4426.775,1
21,5,2031.25,0
262,2,750.7,0
59,4,834.98,0
679,1,422.7,0
378,3,582.11,0
18,5,1094.98,0
65,3,1294.45,0
87,2,868.09,0
249,1,498.99,0
2,12,4425.58,1
246,1,120.0,0
8,16,4426.775,1
156,4,871.98,0
133,5,2288.58,1
295,2,315.97,0
4,3,388.32,0
42,10,4175.14,1
268,1,1442.9,0
49,11,4344.77,1
381,5,728.95,0
8,16,4426.775,1
15,3,521.33,0
521,9,538.34,0
281,4,1205.97,0
64,2,623.1899999999999,0
1,16,4426.775,1
251,1,26.9,0
231,6,2083.73,0
16,3,771.57,0
504,1,15.0,0
427,2,421.88,0
413,5,1145.52,0
10,16,4426.775,1
7,4,1767.38,0
50,16,4426.775,1
58,1,73.2,0
94,8,1845.82,0
15,6,1374.1200000000001,0
125,7,1711.31,0
93,7,1777.34,0
420,4,1938.99,0
49,8,2119.86,0
137,2,562.85,0
60,1,200.08,0
99,13,4426.775,1
72,1,243.59,0
71,9,2100.98,0
66,4,1029.96,0
63,6,1098.84,0
16,3,630.12,0
22,16,4426.775,1
31,15,4426.775,1
44,5,1062.25,0
15,2,174.32999999999998,0
39,8,2367.43,1
2,16,4426.775,1
735,1,325.89,0
236,2,611.99,0
374,1,263.25,0
722,1,323.25,0
488,1,93.3,0
468,9,1825.21,0
74,2,997.6410000000001,0
391,7,621.0,0
3,12,4426.775,1
2,5,2063.33,0
360,9,2261.45,1
58,6,1087.4,0
22,3,916.75,0
30,7,1565.35,0
54,13,2481.11,1
24,1,355.38,0
44,10,3176.25,1
88,9,1801.3700000000001,0
1,16,4426.775,1
88,3,756.54,0
18,4,1248.08,0
78,1,127.5,0
170,4,1796.9,0
80,1,231.9,0
266,1,710.88,0
234,2,303.45000000000005,0
29,13,3699.38,1
500,1,22.95,0
36,9,2066.48,0
317,2,1291.47,0
374,2,1024.47,0
56,5,1513.67,0
44,15,2828.76,1
202,5,636.9300000000001,0
224,3,1016.47,0
384,3,766.94,0
86,6,2798.56,1
189,2,531.53,0
378,4,1070.13,0
43,7,2375.27,1
70,9,1666.91,0
475,3,327.38,0
40,9,1872.16,0
77,1,431.3,0
436,1,134.85,0
422,1,63.66,0
56,6,1224.1,0
23,2,3019.91,1
9,16,4160.1900000000005,1
7,14,4426.775,1
33,2,309.9,0
211,2,2574.88,1
